1 -0.030000 0.015000
2 -0.040000 0.015000
3 -0.045000 0.015000
4 -0.030000 0.015000
5 -0.055000 0.015000
6 -0.065000 0.015000
7 -0.070000 0.015000
8 -0.050000 0.015000
9 -0.035000 0.015000
10 -0.035000 0.015000
11 -0.045000 0.015000
12 -0.035000 0.015000
13 -0.025000 0.015000
14 -0.020000 0.015000
15 -0.020000 0.015000
16 -0.085000 0.020000
17 -0.070000 0.015000
18 -0.060000 0.015000
19 -0.075000 0.015000
20 -0.045000 0.015000
21 -0.065000 0.015000
22 -0.080000 0.015000
23 -0.085000 0.020000
24 -0.090000 0.020000
25 -0.090000 0.025000
26 -0.015000 0.015000
27 -0.015000 0.015000
28 -0.015000 0.015000
29 -0.015000 0.015000
30 -0.020000 0.015000
31 -0.015000 0.015000
32 -0.015000 0.015000
33 -0.015000 0.015000
34 -0.015000 0.015000
35 -0.020000 0.015000
36 -0.020000 0.015000
37 -0.015000 0.015000
38 -0.020000 0.015000
39 -0.020000 0.015000
40 -0.020000 0.015000
41 -0.020000 0.015000
42 -0.020000 0.015000
43 -0.015000 0.015000
44 -0.020000 0.015000
45 -0.020000 0.015000
46 -0.015000 0.015000
47 -0.015000 0.015000
48 -0.015000 0.015000
49 -0.015000 0.015000
50 -0.015000 0.015000
51 -0.015000 0.015000
52 -0.015000 0.015000
53 -0.015000 0.015000
54 -0.015000 0.015000
55 -0.015000 0.015000
56 -0.015000 0.015000
57 -0.015000 0.015000
58 -0.015000 0.015000
59 -0.015000 0.015000
60 -0.015000 0.015000
61 -0.015000 0.015000
62 -0.015000 0.015000
63 -0.015000 0.015000
64 -0.015000 0.020000
65 -0.015000 0.015000
66 -0.025000 0.015000
67 -0.035000 0.015000
68 -0.020000 0.015000
69 -0.025000 0.015000
70 -0.030000 0.015000
71 -0.045000 0.015000
72 -0.015000 0.015000
73 -0.020000 0.015000
74 -0.015000 0.015000
75 -0.015000 0.015000
76 -0.015000 0.015000
77 -0.015000 0.015000
78 -0.020000 0.015000
79 -0.020000 0.020000
80 -0.015000 0.015000
81 -0.020000 0.020000
82 -0.020000 0.015000
83 -0.020000 0.015000
84 -0.020000 0.015000
85 -0.020000 0.015000
86 -0.025000 0.015000
